date,symbol,session,pattern,outcome,pnl,r_mult,gap_pct,rvol,pm_bar_rvol_equiv,spike_time,float_shares,float_verified,resistance,entry_offset_mins,stop_distance_pct,entry,stop,target,exit,shares,is_runner,run_days,entry_time,conviction_tier,conviction_mult,conviction_pts,has_catalyst,news_quality,news_negative,scaleins,scaleouts,t1_outcome_raw,t1_pnl,t1_candle_signal,gates_mode,gates_reason,gates_passed,gate_macd_ok,gate_ema_ok,gate_vwap_ok,t2_filled,t2_entry,t2_shares,t2_outcome,t2_exit,t2_pnl,t2_candle_signal,t3_filled,t3_entry,t3_shares,t3_outcome,t3_exit,t3_pnl,tiers_fired,tier_pnl_sum,runner_outcome,runner_exit,runner_shares,runner_pnl
2025-10-08,ALOY,,breakout,LOSS,-201.02,-1.09,30.23,20.19,,,22868453,True,False,1,2.96,7.96,7.72,8.67,7.7,776,False,0,09:31 ET,STANDARD → ROSS-HALF (0/3 gates),1.0,0,False,0,False,True,False,STOP,-201.02,,conviction,score_0,0,0,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-08,NERV,,bull_flag,LOSS,-407.69,-1.1,50.91,62.46,,,30871076,True,False,87,3.01,2.85,2.76,3.1,2.75,4339,False,0,10:57 ET,STANDARD,2.0,1,False,0,False,True,False,STOP,-407.69,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-09,BJDX,,breakout,WIN,176.38,0.95,122.99,67.92,,,844452,True,False,3,3.0,3.93,3.81,4.28,4.04,1572,False,0,09:33 ET,STANDARD → ROSS-HALF (0/3 gates),1.0,1,True,3,False,True,False,TRAIL,176.38,,conviction,score_0,0,0,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-09,BAOS,,breakout,LOSS,-407.62,-1.1,57.7,19.86,,,937633,True,False,12,3.01,4.98,4.83,5.43,4.82,2479,False,0,09:42 ET,STANDARD,2.0,0,True,3,False,True,False,STOP,-407.62,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-09,AMBO,,breakout,WIN,86.62,0.23,61.06,15.58,,,33849623,True,False,32,3.0,5.0,4.85,5.45,5.03,2470,False,0,10:02 ET,STANDARD,2.0,0,True,3,False,True,False,TRAIL,86.62,,conviction,score_1,1,1,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-10,YHGJ,,bull_flag,WIN,316.74,0.86,71.5,61.81,,,473682,True,False,211,3.02,9.22,8.94,10.05,9.45,1339,False,0,13:01 ET,STANDARD,2.0,1,True,3,False,True,False,TRAIL,316.74,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-10,OLOX,,breakout,WIN,432.23,1.17,127.78,75.13,,,549954,True,False,60,2.97,6.54,6.35,7.13,6.77,1887,False,0,10:30 ET,STANDARD,2.0,1,False,0,False,True,False,TRAIL,432.23,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-10,SLE,,breakout,LOSS,-12.82,-0.07,43.82,8.6,,,1255561,True,False,1,3.08,4.86,4.71,5.3,4.85,1270,False,0,09:31 ET,STANDARD → ROSS-HALF (0/3 gates),1.0,0,False,0,False,True,False,TRAIL,-12.82,,conviction,score_0,0,0,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-10,GWH,,breakout,LOSS,-301.14,-1.08,209.88,462.11,,,21896613,True,False,1,2.96,3.6,3.49,3.92,3.48,2575,False,0,09:31 ET,STRONG → ROSS-HALF (0/3 gates),1.5,2,False,0,False,True,False,STOP,-301.14,,conviction,score_0,0,0,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-10,FEAM,,breakout,WIN,161.75,0.44,50.6,12.15,,,22383763,True,False,177,2.98,5.4,5.24,5.89,5.47,2286,False,0,12:27 ET,STANDARD,2.0,0,False,0,False,True,False,TRAIL,161.75,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-13,STI,,breakout,LOSS,-201.59,-1.09,404.52,30.4,,,2466690,True,False,16,2.97,9.96,9.66,10.85,9.63,620,False,0,09:46 ET,STANDARD → ROSS-HALF (0/3 gates),1.0,0,False,0,False,True,False,STOP,-201.59,,conviction,score_0,0,0,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-13,NAMM,,breakout,WIN,558.47,1.51,56.65,70.95,,,7061497,True,False,16,3.05,3.86,3.74,4.2,4.03,3201,False,0,09:46 ET,STANDARD,2.0,1,False,0,False,True,False,TRAIL,558.47,,conviction,score_1,1,1,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-13,PSIG,,breakout,WIN,795.52,2.15,1201.31,6.68,,,9531629,True,False,28,2.97,5.42,5.26,5.91,5.77,2278,False,0,09:58 ET,STANDARD,2.0,0,False,0,False,True,False,TRAIL,795.52,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-13,GWH,,bull_flag,LOSS,-412.63,-1.11,233.41,16.33,,,21896613,True,False,16,3.05,6.66,6.46,7.26,6.44,1853,False,0,09:46 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-412.63,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-13,ALOY,,breakout,LOSS,-409.39,-1.11,71.17,61.55,,,22868453,True,False,246,3.02,11.68,11.33,12.73,11.3,1057,False,0,13:36 ET,STANDARD,2.0,1,False,0,False,True,False,STOP,-409.39,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-14,JDZG,,breakout,LOSS,-616.52,-1.11,67.55,317.32,,,361014,True,False,2,3.04,2.82,2.73,3.07,2.72,6579,False,0,09:32 ET,STRONG,3.0,2,True,3,False,True,False,STOP,-616.52,,conviction,score_1,1,1,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-14,JTAI,,breakout,LOSS,-421.79,-1.14,18.18,5.94,,,1372458,True,False,125,3.13,3.08,2.98,3.35,2.97,4014,False,0,11:35 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-421.79,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-14,EDBL,,breakout,LOSS,-392.25,-1.06,18.1,6.51,,,1521268,True,False,171,2.88,2.23,2.17,2.44,2.16,5527,False,0,12:21 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-392.25,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-14,AWX,,breakout,LOSS,-619.06,-1.11,97.45,3234.9,,,1915673,True,False,166,3.05,3.16,3.06,3.44,3.05,5869,False,0,12:16 ET,STRONG,3.0,2,False,0,False,True,False,STOP,-619.06,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-14,AQMS,,breakout,LOSS,-229.45,-1.24,297.58,13.26,,,3035219,True,False,1,1.24,16.34,16.14,16.95,16.09,914,False,0,09:31 ET,STANDARD → ROSS-HALF (0/3 gates),1.0,0,True,3,False,True,False,STOP,-229.45,,conviction,score_0,0,0,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-14,FABC,,breakout,LOSS,-205.45,-1.11,42.86,16.91,,,4845978,True,False,1,3.04,6.69,6.49,7.3,6.47,922,False,0,09:31 ET,STANDARD → ROSS-HALF (0/3 gates),1.0,0,False,0,False,True,False,STOP,-205.45,,conviction,score_0,0,0,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-14,RMCO,,breakout,LOSS,-417.75,-1.13,52.56,12.05,,,6581522,True,False,4,3.09,3.46,3.35,3.77,3.34,3572,False,0,09:34 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-417.75,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-15,SDOT,,breakout,WIN,83.54,0.45,150.87,58.13,,,665850,True,False,1,2.98,11.52,11.18,12.56,11.68,535,False,0,09:31 ET,STANDARD → ROSS-HALF (0/3 gates),1.0,1,False,0,False,True,False,TRAIL,83.54,,conviction,score_0,0,0,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-15,AUC,,breakout,WIN,456.16,1.23,32.68,37.21,,,1019374,True,False,143,2.95,9.09,8.82,9.91,9.42,1358,False,0,11:53 ET,STANDARD,2.0,0,False,0,False,True,False,TRAIL,456.16,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-15,RAIN,,breakout,WIN,471.79,1.27,40.21,6.54,,,2007165,True,False,163,3.06,5.59,5.42,6.09,5.8,2208,False,0,12:13 ET,STANDARD,2.0,0,False,0,False,True,False,TRAIL,471.79,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-15,PFAI,,breakout,LOSS,-595.76,-1.07,158.12,253.8,,,3566629,True,False,21,2.92,3.85,3.74,4.2,3.73,4808,False,0,09:51 ET,STRONG,3.0,2,False,0,False,True,False,STOP,-595.76,,conviction,score_1,1,1,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-15,COOT,,breakout,LOSS,-202.93,-1.1,366.32,56.35,,,5954664,True,False,1,3.0,3.94,3.82,4.29,3.81,1568,False,0,09:31 ET,STANDARD → ROSS-HALF (0/3 gates),1.0,1,False,0,False,True,False,STOP,-202.93,,conviction,score_0,0,0,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-15,SEED,,breakout,LOSS,-193.87,-1.05,73.52,52.85,,,6871048,True,False,1,2.85,2.26,2.2,2.47,2.19,2726,False,0,09:31 ET,STANDARD → ROSS-HALF (0/3 gates),1.0,1,False,0,False,True,False,STOP,-193.87,,conviction,score_0,0,0,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-15,FOSL,,breakout,WIN,161.61,0.44,66.04,28.84,,,47737912,True,False,1,3.09,3.12,3.02,3.4,3.16,3963,False,0,09:31 ET,STANDARD,2.0,0,False,0,False,True,False,TRAIL,161.61,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-16,UZX,,breakout,WIN,145.58,0.52,87.88,185.73,,,1930112,True,False,1,2.9,2.96,2.87,3.22,3.0,3133,False,0,09:31 ET,STRONG → ROSS-HALF (0/3 gates),1.5,2,False,0,False,True,False,TRAIL,145.58,,conviction,score_0,0,0,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-16,WATT,,breakout,WIN,203.19,1.1,63.03,38.64,,,3876397,True,False,1,2.95,9.81,9.52,10.69,10.13,629,False,0,09:31 ET,STANDARD → ROSS-HALF (0/3 gates),1.0,0,False,0,False,True,False,TRAIL,203.19,,conviction,score_0,0,0,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-16,MTEN,,bull_flag,WIN,868.44,2.34,56.27,7.83,,,5007922,True,False,67,3.11,4.16,4.03,4.53,4.45,2969,False,0,10:37 ET,STANDARD,2.0,0,False,0,False,True,False,TRAIL,868.44,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-16,PMEC,,bull_flag,LOSS,-396.73,-1.07,23.86,9.17,,,5529117,True,False,11,2.92,2.2,2.14,2.4,2.13,5602,False,0,09:41 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-396.73,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-16,CREX,,bull_flag,LOSS,-420.63,-1.14,20.3,20.12,,,8184032,True,False,2,3.12,3.09,2.99,3.36,2.98,4001,False,0,09:32 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-420.63,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-16,WHWK,,breakout,LOSS,-589.09,-1.06,79.52,791.53,,,18148967,True,False,2,2.89,3.35,3.25,3.65,3.24,5535,False,0,09:32 ET,STRONG,3.0,2,False,0,False,True,False,STOP,-589.09,,conviction,score_1,1,1,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-17,ARTV,,breakout,LOSS,-14.69,-0.05,165.7,121.49,,,5997500,True,False,1,3.0,5.54,5.37,6.03,5.53,1673,False,0,09:31 ET,STRONG → ROSS-HALF (0/3 gates),1.5,2,False,0,False,True,False,TRAIL,-14.69,,conviction,score_0,0,0,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-17,SDA,,breakout,LOSS,-412.71,-1.11,27.89,6.55,,,34117030,True,False,3,3.05,2.1,2.04,2.29,2.03,5869,False,0,09:33 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-412.71,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-17,SGHT,,breakout,WIN,232.44,0.63,39.13,16.26,,,35374624,True,False,2,3.02,3.9,3.78,4.25,3.97,3168,False,0,09:32 ET,STANDARD,2.0,0,False,0,False,True,False,TRAIL,232.44,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-20,ANRO,,breakout,LOSS,-408.84,-1.1,100.49,7.71,,,23950912,True,False,16,3.02,8.33,8.08,9.08,8.06,1482,False,0,09:46 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-408.84,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-20,GSIT,,breakout,WIN,1563.38,2.81,257.28,473.33,,,29653146,True,False,17,3.05,9.11,8.83,9.93,9.88,2033,False,0,09:47 ET,STRONG,3.0,2,False,0,False,True,False,TRAIL,1563.38,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-21,BOF,,breakout,LOSS,-633.16,-1.14,44.15,866.88,,,11499275,True,False,6,3.13,2.74,2.65,2.98,2.64,6771,False,0,09:36 ET,STRONG,3.0,2,False,0,False,True,False,STOP,-633.16,,conviction,score_1,1,1,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-21,GSIT,,breakout,WIN,42.16,0.11,32.15,15.05,,,29653146,True,False,1,3.01,16.39,15.9,17.87,16.45,753,False,0,09:31 ET,STANDARD,2.0,0,False,0,False,True,False,TRAIL,42.16,,conviction,score_1,1,1,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-21,NERV,,breakout,LOSS,-609.25,-1.1,368.42,354.99,,,30871076,True,False,1,3.0,7.14,6.93,7.79,6.91,2592,False,0,09:31 ET,STRONG,3.0,2,False,0,False,True,False,STOP,-609.25,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-22,GDTC,,breakout,LOSS,-403.25,-1.09,43.19,20.58,,,1838139,True,False,1,2.97,2.88,2.79,3.13,2.78,4294,False,0,09:31 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-403.25,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-22,BNBX,,breakout,LOSS,-408.56,-1.1,80.41,63.65,,,5353337,True,False,6,3.02,6.03,5.85,6.57,5.83,2047,False,0,09:36 ET,STANDARD,2.0,1,True,3,False,True,False,STOP,-408.56,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-22,COYA,,breakout,WIN,377.74,1.02,16.69,6.59,,,17542923,True,False,12,3.04,7.04,6.83,7.68,7.27,1753,False,0,09:42 ET,STANDARD,2.0,0,False,0,False,True,False,TRAIL,390.52,,conviction,score_2,2,1,0,1,True,7.1337,1731,TRAIL,7.1264,-12.78,shooting_star,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-23,VCIG,,breakout,WIN,900.7,2.43,49.15,6.0,,,20769,True,False,16,2.99,2.87,2.78,3.12,3.07,4309,False,0,09:46 ET,STANDARD,2.0,0,False,0,False,True,False,TRAIL,900.7,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-23,OLOX,,bull_flag,LOSS,-396.39,-1.07,64.03,9.39,,,549954,True,False,10,2.92,3.47,3.37,3.78,3.36,3557,False,0,09:40 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-396.39,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-23,GTIM,,breakout,LOSS,-426.58,-1.15,20.81,15.33,,,8420661,True,False,1,3.16,2.02,1.96,2.21,1.95,6101,False,0,09:31 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-426.58,,conviction,score_1,1,1,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-24,MAMK,,breakout,LOSS,-402.17,-1.09,153.51,25.74,,,1775051,True,False,145,2.97,3.31,3.21,3.61,3.2,3733,False,0,11:55 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-402.17,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-24,LCUT,,breakout,LOSS,-397.31,-1.07,17.19,12.65,,,11294488,True,False,242,2.93,3.67,3.56,4.0,3.55,3367,False,0,13:32 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-397.31,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-27,MAMK,,breakout,WIN,980.87,2.65,141.59,15.05,,,1775051,True,False,71,3.01,5.67,5.5,6.18,6.12,2177,False,0,10:41 ET,STANDARD,2.0,0,False,0,False,True,False,TRAIL,980.87,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-28,WKEY,,breakout,WIN,2805.15,7.58,63.32,36.15,,,3972868,True,False,10,3.04,12.7,12.31,13.84,14.65,972,False,0,09:40 ET,STANDARD,2.0,0,False,0,False,True,False,TRAIL,1904.79,,conviction,score_1,1,0,0,1,True,13.5921,908,TRAIL,14.5837,900.36,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-28,DZZ,,bull_flag,LOSS,-407.8,-1.1,48.46,6.06,,,0,False,False,8,3.01,11.43,11.09,12.46,11.06,1080,False,0,09:38 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-407.8,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-29,ERNA,,breakout,WIN,1371.5,2.47,128.79,1855.94,,,818089,True,False,1,3.05,2.1,2.04,2.29,2.26,8803,False,0,09:31 ET,STRONG,3.0,2,False,0,False,True,False,TRAIL,1371.5,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-30,CVU,,breakout,LOSS,-605.22,-1.09,97.03,1927.82,,,10792696,True,False,1,2.98,3.96,3.84,4.31,3.83,4680,False,0,09:31 ET,STRONG,3.0,2,True,3,False,True,False,STOP,-605.22,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-30,EBS,,breakout,WIN,24.4,0.13,42.66,9.85,,,49380751,True,False,1,3.01,11.03,10.7,12.02,11.08,559,False,0,09:31 ET,STANDARD → ROSS-HALF (0/3 gates),1.0,0,False,0,False,True,False,TRAIL,24.4,,conviction,score_0,0,0,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-31,DFSC,,breakout,LOSS,-848.45,-1.53,37.93,440.03,,,1618864,True,False,13,2.97,5.78,5.61,6.3,5.59,3204,False,0,09:43 ET,STRONG,3.0,2,True,3,False,True,False,STOP,-603.54,,conviction,score_2,2,1,0,1,True,5.8016,2128,TRAIL,5.6865,-244.91,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-10-31,HKD,,breakout,LOSS,-604.41,-1.09,223.67,1028.51,,,30657322,True,False,1,2.97,2.89,2.8,3.15,2.79,6419,False,0,09:31 ET,STRONG,3.0,2,True,3,False,True,False,STOP,-604.41,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-11-03,PHIO,,breakout,WIN,1.29,0.0,104.39,1496.46,,,11548127,True,False,16,2.91,3.86,3.75,4.21,3.86,4796,False,0,09:46 ET,STRONG,3.0,2,False,0,False,True,False,TRAIL,1.29,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-11-03,ACRV,,breakout,WIN,176.47,0.48,23.62,30.43,,,27965794,True,False,231,2.99,2.33,2.26,2.54,2.36,5301,False,0,13:21 ET,STANDARD,2.0,0,True,3,False,True,False,TRAIL,176.47,bearish_engulfing,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-11-03,XNDU,,breakout,LOSS,-407.65,-1.1,18.95,35.34,,,35039261,True,False,16,3.01,13.17,12.77,14.35,12.73,938,False,0,09:46 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-407.65,,conviction,score_1,1,1,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-11-04,MIMI,,breakout,WIN,188.5,0.51,15.74,11.17,,,1380240,True,False,69,2.93,4.77,4.63,5.2,4.84,2589,False,0,10:39 ET,STANDARD,2.0,0,False,0,False,True,False,TRAIL,188.5,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-11-05,SMX,,bull_flag,LOSS,-399.78,-1.08,63.94,23.93,,,34940,True,False,10,2.95,2.18,2.12,2.38,2.11,5653,False,0,09:40 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-399.78,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-11-05,SORA,,breakout,WIN,2637.87,7.12,77.67,36.68,,,9304109,True,False,2,3.04,3.87,3.75,4.22,4.41,3193,False,0,09:32 ET,STANDARD,2.0,0,False,0,False,True,False,TRAIL,1727.46,shooting_star,conviction,score_1,1,0,0,1,True,4.1182,2998,TRAIL,4.4219,910.42,shooting_star,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-11-05,NPCE,,breakout,LOSS,-402.11,-1.09,46.91,9.65,,,23311939,True,False,1,2.97,11.92,11.57,13.0,11.54,1035,False,0,09:31 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-402.11,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-11-05,UNX,,breakout,LOSS,-408.58,-1.1,37.66,5.27,,,0,False,False,2,3.02,17.03,16.52,18.57,16.47,725,False,0,09:32 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-408.58,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-11-06,GDTC,,breakout,WIN,205.06,0.55,46.92,10.39,,,1838139,True,False,1,2.86,2.55,2.48,2.78,2.6,4837,False,0,09:31 ET,STANDARD,2.0,0,False,0,False,True,False,TRAIL,205.06,,conviction,score_2,2,1,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-11-07,BBGI,,breakout,LOSS,-416.38,-1.12,20.52,8.7,,,641709,True,False,220,3.08,5.55,5.38,6.05,5.36,2224,False,0,13:10 ET,STANDARD,2.0,0,False,0,False,True,False,STOP,-416.38,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-11-07,MSGM,,breakout,WIN,190.87,0.69,122.37,212.04,,,2852758,True,False,1,3.04,4.52,4.38,4.92,4.61,2050,False,0,09:31 ET,STRONG → ROSS-HALF (0/3 gates),1.5,2,False,0,False,True,False,TRAIL,190.87,,conviction,score_0,0,0,0,0,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-11-07,DIME,,breakout,WIN,1613.62,4.36,42.12,5.04,,,0,False,False,117,3.01,17.64,17.11,19.23,19.95,700,False,0,11:27 ET,STANDARD,2.0,0,False,0,False,True,False,TRAIL,1613.62,bearish_engulfing,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
2025-11-10,DCOY,,breakout,WIN,167.1,0.45,31.15,14.23,,,528441,True,False,18,2.82,2.68,2.6,2.92,2.71,4616,False,0,09:48 ET,STANDARD,2.0,0,False,0,False,True,False,TRAIL,167.1,,conviction,score_1,1,0,0,1,False,0.0,0,,0.0,0.0,,False,0.0,0,,0.0,0.0,0,0.0,,0.0,0,0.0
